concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Settle Conditions With Supplier,complete,Magdalena Predutta,2011-01-03 19:12:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,5,Variant 37,37,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-03 21:01:00+00:00,Create Purchase Order,Karel de Groot,5,Variant 37,37,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-03 21:09:00+00:00,Create Purchase Order,Karel de Groot,5,Variant 37,37,Fluxicon Disco
Confirm Purchase Order,start,Karen Clarens,2011-01-04 01:02:00+00:00,Confirm Purchase Order,Karen Clarens,5,Variant 37,37,Fluxicon Disco
Confirm Purchase Order,complete,Karen Clarens,2011-01-04 01:24:00+00:00,Confirm Purchase Order,Karen Clarens,5,Variant 37,37,Fluxicon Disco
Deliver Goods Services,start,Kiu Kan,2011-01-04 09:08:00+00:00,Deliver Goods Services,Kiu Kan,5,Variant 37,37,Fluxicon Disco
Deliver Goods Services,complete,Kiu Kan,2011-01-05 04:37:00+00:00,Deliver Goods Services,Kiu Kan,5,Variant 37,37,Fluxicon Disco
Release Purchase Order,start,Anna Kaufmann,2011-01-05 12:13:00+00:00,Release Purchase Order,Anna Kaufmann,5,Variant 37,37,Fluxicon Disco
Release Purchase Order,complete,Anna Kaufmann,2011-01-05 12:14:00+00:00,Release Purchase Order,Anna Kaufmann,5,Variant 37,37,Fluxicon Disco
Approve Purchase Order for payment,start,Francois de Perrier,2011-01-06 02:41:00+00:00,Approve Purchase Order for payment,Francois de Perrier,5,Variant 37,37,Fluxicon Disco
Approve Purchase Order for payment,complete,Francois de Perrier,2011-01-06 02:42:00+00:00,Approve Purchase Order for payment,Francois de Perrier,5,Variant 37,37,Fluxicon Disco
Send Invoice,start,Esmeralda Clay,2011-01-06 08:23:00+00:00,Send Invoice,Esmeralda Clay,5,Variant 37,37,Fluxicon Disco
Send Invoice,complete,Esmeralda Clay,2011-01-06 08:23:00+00:00,Send Invoice,Esmeralda Clay,5,Variant 37,37,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-01-06 22:47:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,5,Variant 37,37,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-06 22:47:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,5,Variant 37,37,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-01-06 22:55:00+00:00,Pay Invoice,Karalda Nimwada,5,Variant 37,37,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-01-06 23:04:00+00:00,Pay Invoice,Karalda Nimwada,5,Variant 37,37,Fluxicon Disco
Create Purchase Requisition,start,Christian Francois,2011-01-01 11:20:00+00:00,Create Purchase Requisition,Christian Francois,6,Variant 10,10,Fluxicon Disco
Create Purchase Requisition,complete,Christian Francois,2011-01-01 11:37:00+00:00,Create Purchase Requisition,Christian Francois,6,Variant 10,10,Fluxicon Disco
Create Request for Quotation,start,Alberto Duport,2011-01-01 17:32:00+00:00,Create Request for Quotation,Alberto Duport,6,Variant 10,10,Fluxicon Disco
Create Request for Quotation,complete,Alberto Duport,2011-01-01 17:45:00+00:00,Create Request for Quotation,Alberto Duport,6,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-01 18:39:00+00:00,Analyze Request for Quotation,Magdalena Predutta,6,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-01 18:55:00+00:00,Analyze Request for Quotation,Magdalena Predutta,6,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,start,Penn Osterwalder,2011-01-01 19:47:00+00:00,Amend Request for Quotation,Penn Osterwalder,6,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,complete,Penn Osterwalder,2011-01-01 19:55:00+00:00,Amend Request for Quotation,Penn Osterwalder,6,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-01 20:55:00+00:00,Analyze Request for Quotation,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-01 21:28:00+00:00,Analyze Request for Quotation,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,start,Anne Olwada,2011-01-01 22:13:00+00:00,Amend Request for Quotation,Anne Olwada,6,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,complete,Anne Olwada,2011-01-01 22:28:00+00:00,Amend Request for Quotation,Anne Olwada,6,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-01 23:24:00+00:00,Analyze Request for Quotation,Karel de Groot,6,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-01 23:48:00+00:00,Analyze Request for Quotation,Karel de Groot,6,Variant 10,10,Fluxicon Disco
Send Request for Quotation to Supplier,start,Francois de Perrier,2011-01-02 09:51:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-01-02 10:22:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Create Quotation comparison Map,start,Francois de Perrier,2011-01-02 10:27:00+00:00,Create Quotation comparison Map,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Create Quotation comparison Map,complete,Francois de Perrier,2011-01-02 15:32:00+00:00,Create Quotation comparison Map,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Analyze Quotation Comparison Map,start,Penn Osterwalder,2011-01-02 21:44:00+00:00,Analyze Quotation Comparison Map,Penn Osterwalder,6,Variant 10,10,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Penn Osterwalder,2011-01-02 22:01:00+00:00,Analyze Quotation Comparison Map,Penn Osterwalder,6,Variant 10,10,Fluxicon Disco
Choose best option,start,Tesca Lobes,2011-01-02 22:01:00+00:00,Choose best option,Tesca Lobes,6,Variant 10,10,Fluxicon Disco
Choose best option,complete,Tesca Lobes,2011-01-02 22:01:00+00:00,Choose best option,Tesca Lobes,6,Variant 10,10,Fluxicon Disco
Settle Conditions With Supplier,start,Francois de Perrier,2011-01-03 00:25:00+00:00,Settle Conditions With Supplier,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Settle Conditions With Supplier,complete,Francois de Perrier,2011-01-03 13:16:00+00:00,Settle Conditions With Supplier,Francois de Perrier,6,Variant 10,10,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-03 14:57:00+00:00,Create Purchase Order,Karel de Groot,6,Variant 10,10,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-03 15:07:00+00:00,Create Purchase Order,Karel de Groot,6,Variant 10,10,Fluxicon Disco
Confirm Purchase Order,start,Karen Clarens,2011-01-03 18:55:00+00:00,Confirm Purchase Order,Karen Clarens,6,Variant 10,10,Fluxicon Disco
Confirm Purchase Order,complete,Karen Clarens,2011-01-03 19:16:00+00:00,Confirm Purchase Order,Karen Clarens,6,Variant 10,10,Fluxicon Disco
Deliver Goods Services,start,Karen Clarens,2011-01-04 05:08:00+00:00,Deliver Goods Services,Karen Clarens,6,Variant 10,10,Fluxicon Disco
Deliver Goods Services,complete,Karen Clarens,2011-01-05 03:16:00+00:00,Deliver Goods Services,Karen Clarens,6,Variant 10,10,Fluxicon Disco
Release Purchase Order,start,Nico Ojenbeer,2011-01-05 10:27:00+00:00,Release Purchase Order,Nico Ojenbeer,6,Variant 10,10,Fluxicon Disco
Release Purchase Order,complete,Nico Ojenbeer,2011-01-05 10:28:00+00:00,Release Purchase Order,Nico Ojenbeer,6,Variant 10,10,Fluxicon Disco
Approve Purchase Order for payment,start,Karel de Groot,2011-01-05 17:09:00+00:00,Approve Purchase Order for payment,Karel de Groot,6,Variant 10,10,Fluxicon Disco
Approve Purchase Order for payment,complete,Karel de Groot,2011-01-05 17:10:00+00:00,Approve Purchase Order for payment,Karel de Groot,6,Variant 10,10,Fluxicon Disco
Send Invoice,start,Esmeralda Clay,2011-01-05 22:56:00+00:00,Send Invoice,Esmeralda Clay,6,Variant 10,10,Fluxicon Disco
Send Invoice,complete,Esmeralda Clay,2011-01-05 22:56:00+00:00,Send Invoice,Esmeralda Clay,6,Variant 10,10,Fluxicon Disco
Release Supplier's Invoice,start,Karalda Nimwada,2011-01-06 13:12:00+00:00,Release Supplier's Invoice,Karalda Nimwada,6,Variant 10,10,Fluxicon Disco
Release Supplier's Invoice,complete,Karalda Nimwada,2011-01-06 13:19:00+00:00,Release Supplier's Invoice,Karalda Nimwada,6,Variant 10,10,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-01-06 13:19:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,6,Variant 10,10,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-06 13:19:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,6,Variant 10,10,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-01-06 13:43:00+00:00,Pay Invoice,Karalda Nimwada,6,Variant 10,10,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-01-06 13:50:00+00:00,Pay Invoice,Karalda Nimwada,6,Variant 10,10,Fluxicon Disco
Create Purchase Requisition,start,Esmana Liubiata,2011-01-01 14:05:00+00:00,Create Purchase Requisition,Esmana Liubiata,7,Variant 13,13,Fluxicon Disco
Create Purchase Requisition,complete,Esmana Liubiata,2011-01-01 15:00:00+00:00,Create Purchase Requisition,Esmana Liubiata,7,Variant 13,13,Fluxicon Disco
Analyze Purchase Requisition,start,Maris Freeman,2011-01-02 13:33:00+00:00,Analyze Purchase Requisition,Maris Freeman,7,Variant 13,13,Fluxicon Disco
Analyze Purchase Requisition,complete,Maris Freeman,2011-01-02 13:38:00+00:00,Analyze Purchase Requisition,Maris Freeman,7,Variant 13,13,Fluxicon Disco
Create Request for Quotation,start,Maris Freeman,2011-01-02 13:41:00+00:00,Create Request for Quotation,Maris Freeman,7,Variant 13,13,Fluxicon Disco
Create Request for Quotation,complete,Maris Freeman,2011-01-02 13:42:00+00:00,Create Request for Quotation,Maris Freeman,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-02 15:07:00+00:00,Analyze Request for Quotation,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-02 15:29:00+00:00,Analyze Request for Quotation,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,start,Esmana Liubiata,2011-01-02 16:21:00+00:00,Amend Request for Quotation,Esmana Liubiata,7,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,complete,Esmana Liubiata,2011-01-02 16:28:00+00:00,Amend Request for Quotation,Esmana Liubiata,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-02 17:22:00+00:00,Analyze Request for Quotation,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-02 17:47:00+00:00,Analyze Request for Quotation,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,start,Nico Ojenbeer,2011-01-02 18:36:00+00:00,Amend Request for Quotation,Nico Ojenbeer,7,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,complete,Nico Ojenbeer,2011-01-02 18:50:00+00:00,Amend Request for Quotation,Nico Ojenbeer,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-02 20:14:00+00:00,Analyze Request for Quotation,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-02 20:28:00+00:00,Analyze Request for Quotation,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Send Request for Quotation to Supplier,start,Karel de Groot,2011-01-03 00:17:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Karel de Groot,2011-01-03 00:40:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-01-03 08:00:00+00:00,Create Quotation comparison Map,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-03 12:08:00+00:00,Create Quotation comparison Map,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Analyze Quotation Comparison Map,start,Miu Hanwan,2011-01-03 19:19:00+00:00,Analyze Quotation Comparison Map,Miu Hanwan,7,Variant 13,13,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Miu Hanwan,2011-01-03 19:35:00+00:00,Analyze Quotation Comparison Map,Miu Hanwan,7,Variant 13,13,Fluxicon Disco
Choose best option,start,Immanuel Karagianni,2011-01-03 19:35:00+00:00,Choose best option,Immanuel Karagianni,7,Variant 13,13,Fluxicon Disco
Choose best option,complete,Immanuel Karagianni,2011-01-03 19:35:00+00:00,Choose best option,Immanuel Karagianni,7,Variant 13,13,Fluxicon Disco
Settle Conditions With Supplier,start,Magdalena Predutta,2011-01-03 22:52:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Settle Conditions With Supplier,complete,Magdalena Predutta,2011-01-04 13:08:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-04 17:10:00+00:00,Create Purchase Order,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-04 17:18:00+00:00,Create Purchase Order,Karel de Groot,7,Variant 13,13,Fluxicon Disco
Confirm Purchase Order,start,Carmen Finacse,2011-01-05 02:37:00+00:00,Confirm Purchase Order,Carmen Finacse,7,Variant 13,13,Fluxicon Disco
Confirm Purchase Order,complete,Carmen Finacse,2011-01-05 02:44:00+00:00,Confirm Purchase Order,Carmen Finacse,7,Variant 13,13,Fluxicon Disco
Deliver Goods Services,start,Karen Clarens,2011-01-05 09:12:00+00:00,Deliver Goods Services,Karen Clarens,7,Variant 13,13,Fluxicon Disco
Deliver Goods Services,complete,Karen Clarens,2011-01-05 19:17:00+00:00,Deliver Goods Services,Karen Clarens,7,Variant 13,13,Fluxicon Disco
Release Purchase Order,start,Clement Duchot,2011-01-06 02:34:00+00:00,Release Purchase Order,Clement Duchot,7,Variant 13,13,Fluxicon Disco
Release Purchase Order,complete,Clement Duchot,2011-01-06 02:35:00+00:00,Release Purchase Order,Clement Duchot,7,Variant 13,13,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-01-06 10:43:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-01-06 10:44:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,7,Variant 13,13,Fluxicon Disco
Send Invoice,start,Karen Clarens,2011-01-06 19:11:00+00:00,Send Invoice,Karen Clarens,7,Variant 13,13,Fluxicon Disco
Send Invoice,complete,Karen Clarens,2011-01-06 19:11:00+00:00,Send Invoice,Karen Clarens,7,Variant 13,13,Fluxicon Disco
Release Supplier's Invoice,start,Karalda Nimwada,2011-01-07 09:22:00+00:00,Release Supplier's Invoice,Karalda Nimwada,7,Variant 13,13,Fluxicon Disco
Release Supplier's Invoice,complete,Karalda Nimwada,2011-01-07 09:27:00+00:00,Release Supplier's Invoice,Karalda Nimwada,7,Variant 13,13,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-01-07 09:27:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,7,Variant 13,13,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-07 09:27:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,7,Variant 13,13,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-01-07 09:41:00+00:00,Pay Invoice,Karalda Nimwada,7,Variant 13,13,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-01-07 09:53:00+00:00,Pay Invoice,Karalda Nimwada,7,Variant 13,13,Fluxicon Disco
Create Purchase Requisition,start,Fjodor Kowalski,2011-01-01 14:27:00+00:00,Create Purchase Requisition,Fjodor Kowalski,8,Variant 8,8,Fluxicon Disco
Create Purchase Requisition,complete,Fjodor Kowalski,2011-01-01 15:17:00+00:00,Create Purchase Requisition,Fjodor Kowalski,8,Variant 8,8,Fluxicon Disco
Create Request for Quotation,start,Tesca Lobes,2011-01-01 18:00:00+00:00,Create Request for Quotation,Tesca Lobes,8,Variant 8,8,Fluxicon Disco
Create Request for Quotation,complete,Tesca Lobes,2011-01-01 18:07:00+00:00,Create Request for Quotation,Tesca Lobes,8,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-01 19:04:00+00:00,Analyze Request for Quotation,Francois de Perrier,8,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-01 19:27:00+00:00,Analyze Request for Quotation,Francois de Perrier,8,Variant 8,8,Fluxicon Disco
Amend Request for Quotation,start,Tesca Lobes,2011-01-01 20:21:00+00:00,Amend Request for Quotation,Tesca Lobes,8,Variant 8,8,Fluxicon Disco
Amend Request for Quotation,complete,Tesca Lobes,2011-01-01 20:34:00+00:00,Amend Request for Quotation,Tesca Lobes,8,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-01 21:35:00+00:00,Analyze Request for Quotation,Magdalena Predutta,8,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-01 22:01:00+00:00,Analyze Request for Quotation,Magdalena Predutta,8,Variant 8,8,Fluxicon Disco
Send Request for Quotation to Supplier,start,Francois de Perrier,2011-01-02 09:20:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,8,Variant 8,8,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-01-02 09:48:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,8,Variant 8,8,Fluxicon Disco
Create Quotation comparison Map,start,Karel de Groot,2011-01-02 10:10:00+00:00,Create Quotation comparison Map,Karel de Groot,8,Variant 8,8,Fluxicon Disco
Create Quotation comparison Map,complete,Karel de Groot,2011-01-02 15:33:00+00:00,Create Quotation comparison Map,Karel de Groot,8,Variant 8,8,Fluxicon Disco
Analyze Quotation Comparison Map,start,Anne Olwada,2011-01-02 22:08:00+00:00,Analyze Quotation Comparison Map,Anne Olwada,8,Variant 8,8,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Anne Olwada,2011-01-02 22:14:00+00:00,Analyze Quotation Comparison Map,Anne Olwada,8,Variant 8,8,Fluxicon Disco
Choose best option,start,Immanuel Karagianni,2011-01-02 22:14:00+00:00,Choose best option,Immanuel Karagianni,8,Variant 8,8,Fluxicon Disco
Choose best option,complete,Immanuel Karagianni,2011-01-02 22:14:00+00:00,Choose best option,Immanuel Karagianni,8,Variant 8,8,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-01-03 00:40:00+00:00,Settle Conditions With Supplier,Karel de Groot,8,Variant 8,8,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-01-03 12:50:00+00:00,Settle Conditions With Supplier,Karel de Groot,8,Variant 8,8,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-03 15:07:00+00:00,Create Purchase Order,Karel de Groot,8,Variant 8,8,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-03 15:19:00+00:00,Create Purchase Order,Karel de Groot,8,Variant 8,8,Fluxicon Disco
Confirm Purchase Order,start,Sean Manney,2011-01-03 19:06:00+00:00,Confirm Purchase Order,Sean Manney,8,Variant 8,8,Fluxicon Disco
Confirm Purchase Order,complete,Sean Manney,2011-01-03 19:31:00+00:00,Confirm Purchase Order,Sean Manney,8,Variant 8,8,Fluxicon Disco
